"County","Year","Middle-Old","Middle-Young","Old","Young"
"Jasper",2015,8092,6716,8974,3617
"Jasper",2016,7538,6813,9606,3722
"Jasper",2017,7538,6813,9606,3722
"Jasper",2018,7538,6813,9606,3722
"Jasper",2019,7538,6813,9606,3722
"Jasper",2020,7538,6813,9606,3722
"Jefferson",2011,3289,2774,4878,2583
"Jefferson",2012,3289,2774,4878,2583
"Jefferson",2013,3289,2774,4878,2583
"Jefferson",2014,3289,2774,4878,2583
"Jefferson",2015,3289,2774,4878,2583
"Jefferson",2016,3207,3153,5433,2352
"Jefferson",2017,3207,3153,5433,2352
"Jefferson",2018,3207,3153,5433,2352
"Jefferson",2019,3207,3153,5433,2352
"Jefferson",2020,3207,3153,5433,2352
"Johnson",2011,22574,26692,20005,29232
"Johnson",2012,22574,26692,20005,29232
"Johnson",2013,22574,26692,20005,29232
"Johnson",2014,22574,26692,20005,29232
"Johnson",2015,22574,26692,20005,29232
"Johnson",2016,22994,28627,24734,30962
"Johnson",2017,22994,28627,24734,30962
"Johnson",2018,22994,28627,24734,30962
"Johnson",2019,22994,28627,24734,30962
"Johnson",2020,22994,28627,24734,30962
"Jones",2011,4558,3808,5161,1964
"Jones",2012,4558,3808,5161,1964
"Jones",2013,4558,3808,5161,1964
"Jones",2014,4558,3808,5161,1964
"Jones",2015,4558,3808,5161,1964
"Jones",2016,4240,3706,5677,2016
"Jones",2017,4240,3706,5677,2016
"Jones",2018,4240,3706,5677,2016
"Jones",2019,4240,3706,5677,2016
"Jones",2020,4240,3706,5677,2016
"Keokuk",2011,2327,1657,2738,893
"Keokuk",2012,2327,1657,2738,893
"Keokuk",2013,2327,1657,2738,893
"Keokuk",2014,2327,1657,2738,893
"Keokuk",2015,2327,1657,2738,893
"Keokuk",2016,1904,1611,3033,949
"Keokuk",2017,1904,1611,3033,949
"Keokuk",2018,1904,1611,3033,949
"Keokuk",2019,1904,1611,3033,949
"Keokuk",2020,1904,1611,3033,949
"Kossuth",2011,3484,2258,4407,1208
"Kossuth",2012,3484,2258,4407,1208
"Kossuth",2013,3484,2258,4407,1208
"Kossuth",2014,3484,2258,4407,1208
"Kossuth",2015,3484,2258,4407,1208
"Kossuth",2016,2656,2265,4756,1557
"Kossuth",2017,2656,2265,4756,1557
"Kossuth",2018,2656,2265,4756,1557
"Kossuth",2019,2656,2265,4756,1557
"Kossuth",2020,2656,2265,4756,1557
"Lee",2011,7955,5893,8916,3671
"Lee",2012,7955,5893,8916,3671
"Lee",2013,7955,5893,8916,3671
"Lee",2014,7955,5893,8916,3671
"Lee",2015,7955,5893,8916,3671
"Lee",2016,6766,5719,9525,3564
"Lee",2017,6766,5719,9525,3564
"Lee",2018,6766,5719,9525,3564
"Lee",2019,6766,5719,9525,3564
"Lee",2020,6766,5719,9525,3564
"Linn",2011,43482,43086,42795,25825
"Linn",2012,43482,43086,42795,25825
"Linn",2013,43482,43086,42795,25825
"Linn",2014,43482,43086,42795,25825
"Linn",2015,43482,43086,42795,25825
"Linn",2016,43289,44228,49193,27782
"Linn",2017,43289,44228,49193,27782
"Linn",2018,43289,44228,49193,27782
"Linn",2019,43289,44228,49193,27782
"Linn",2020,43289,44228,49193,27782
"Louisa",2011,2514,2084,2539,976
"Louisa",2012,2514,2084,2539,976
"Louisa",2013,2514,2084,2539,976
"Louisa",2014,2514,2084,2539,976
"Louisa",2015,2514,2084,2539,976
"Louisa",2016,2127,1934,2890,1320
"Louisa",2017,2127,1934,2890,1320
"Louisa",2018,2127,1934,2890,1320
"Louisa",2019,2127,1934,2890,1320
"Louisa",2020,2127,1934,2890,1320
"Lucas",2011,1873,1333,2538,679
"Lucas",2012,1873,1333,2538,679
"Lucas",2013,1873,1333,2538,679
"Lucas",2014,1873,1333,2538,679
"Lucas",2015,1873,1333,2538,679
"Lucas",2016,1795,1285,2424,840
"Lucas",2017,1795,1285,2424,840
"Lucas",2018,1795,1285,2424,840
"Lucas",2019,1795,1285,2424,840
"Lucas",2020,1795,1285,2424,840
"Lyon",2011,2250,2125,2700,1012
"Lyon",2012,2250,2125,2700,1012
"Lyon",2013,2250,2125,2700,1012
"Lyon",2014,2250,2125,2700,1012
"Lyon",2015,2250,2125,2700,1012
"Lyon",2016,2027,2119,2882,1042
"Lyon",2017,2027,2119,2882,1042
"Lyon",2018,2027,2119,2882,1042
"Lyon",2019,2027,2119,2882,1042
"Lyon",2020,2027,2119,2882,1042
"Madison",2011,3520,3020,3364,1218
"Madison",2012,3520,3020,3364,1218
"Madison",2013,3520,3020,3364,1218
"Madison",2014,3520,3020,3364,1218
"Madison",2015,3520,3020,3364,1218
"Madison",2016,3407,2962,3883,1506
"Madison",2017,3407,2962,3883,1506
"Madison",2018,3407,2962,3883,1506
"Madison",2019,3407,2962,3883,1506
"Madison",2020,3407,2962,3883,1506
"Mahaska",2011,4482,3900,5277,2350
"Mahaska",2012,4482,3900,5277,2350
"Mahaska",2013,4482,3900,5277,2350
"Mahaska",2014,4482,3900,5277,2350
"Mahaska",2015,4482,3900,5277,2350
"Mahaska",2016,4112,3883,5561,2256
"Mahaska",2017,4112,3883,5561,2256
"Mahaska",2018,4112,3883,5561,2256
"Mahaska",2019,4112,3883,5561,2256
"Mahaska",2020,4112,3883,5561,2256
"Marion",2011,6586,5774,7508,3573
"Marion",2012,6586,5774,7508,3573
"Marion",2013,6586,5774,7508,3573
"Marion",2014,6586,5774,7508,3573
"Marion",2015,6586,5774,7508,3573
"Marion",2016,6298,5736,8239,3509
"Marion",2017,6298,5736,8239,3509
"Marion",2018,6298,5736,8239,3509
"Marion",2019,6298,5736,8239,3509
"Marion",2020,6298,5736,8239,3509
"Marshall",2011,8197,6975,9623,4409
"Marshall",2012,8197,6975,9623,4409
"Marshall",2013,8197,6975,9623,4409
"Marshall",2014,8197,6975,9623,4409
"Marshall",2015,8197,6975,9623,4409
"Marshall",2016,7423,6907,9764,4279
"Marshall",2017,7423,6907,9764,4279
"Marshall",2018,7423,6907,9764,4279
"Marshall",2019,7423,6907,9764,4279
"Marshall",2020,7423,6907,9764,4279
"Mills",2011,3559,2594,3371,1200
"Mills",2012,3559,2594,3371,1200
"Mills",2013,3559,2594,3371,1200
"Mills",2014,3559,2594,3371,1200
"Mills",2015,3559,2594,3371,1200
"Mills",2016,3161,2601,3956,1278
"Mills",2017,3161,2601,3956,1278
"Mills",2018,3161,2601,3956,1278
"Mills",2019,3161,2601,3956,1278
"Mills",2020,3161,2601,3956,1278
"Mitchell",2011,2293,1601,2962,936
"Mitchell",2012,2293,1601,2962,936
"Mitchell",2013,2293,1601,2962,936
"Mitchell",2014,2293,1601,2962,936
"Mitchell",2015,2293,1601,2962,936
"Mitchell",2016,1998,1616,3058,1125
"Mitchell",2017,1998,1616,3058,1125
"Mitchell",2018,1998,1616,3058,1125
"Mitchell",2019,1998,1616,3058,1125
"Mitchell",2020,1998,1616,3058,1125
"Monona",2011,1937,1354,2896,836
"Monona",2012,1937,1354,2896,836
"Monona",2013,1937,1354,2896,836
"Monona",2014,1937,1354,2896,836
"Monona",2015,1937,1354,2896,836
"Monona",2016,1654,1307,2869,871
"Monona",2017,1654,1307,2869,871
"Monona",2018,1654,1307,2869,871
"Monona",2019,1654,1307,2869,871
"Monona",2020,1654,1307,2869,871
"Monroe",2011,1648,1331,2034,809
"Monroe",2012,1648,1331,2034,809
"Monroe",2013,1648,1331,2034,809
"Monroe",2014,1648,1331,2034,809
"Monroe",2015,1648,1331,2034,809
"Monroe",2016,1615,1253,2082,772
"Monroe",2017,1615,1253,2082,772
"Monroe",2018,1615,1253,2082,772
"Monroe",2019,1615,1253,2082,772
"Monroe",2020,1615,1253,2082,772
"Montgomery",2011,2352,1699,2898,837
"Montgomery",2012,2352,1699,2898,837
"Montgomery",2013,2352,1699,2898,837
"Montgomery",2014,2352,1699,2898,837
"Montgomery",2015,2352,1699,2898,837
"Montgomery",2016,1976,1478,3008,949
"Montgomery",2017,1976,1478,3008,949
"Montgomery",2018,1976,1478,3008,949
"Montgomery",2019,1976,1478,3008,949
"Montgomery",2020,1976,1478,3008,949
"Muscatine",2011,8683,7780,9296,4753
"Muscatine",2012,8683,7780,9296,4753
"Muscatine",2013,8683,7780,9296,4753
"Muscatine",2014,8683,7780,9296,4753
"Muscatine",2015,8683,7780,9296,4753
"Muscatine",2016,8066,7750,10002,4603
"Muscatine",2017,8066,7750,10002,4603
"Muscatine",2018,8066,7750,10002,4603
"Muscatine",2019,8066,7750,10002,4603
"Muscatine",2020,8066,7750,10002,4603
"O'Brien",2011,3056,2263,3769,1265
"O'Brien",2012,3056,2263,3769,1265
"O'Brien",2013,3056,2263,3769,1265
"O'Brien",2014,3056,2263,3769,1265
"O'Brien",2015,3056,2263,3769,1265
"O'Brien",2016,2575,2310,3851,1390
"O'Brien",2017,2575,2310,3851,1390
"O'Brien",2018,2575,2310,3851,1390
"O'Brien",2019,2575,2310,3851,1390
"O'Brien",2020,2575,2310,3851,1390
"Osceola",2011,1432,1026,1637,544
"Osceola",2012,1432,1026,1637,544
"Osceola",2013,1432,1026,1637,544
"Osceola",2014,1432,1026,1637,544
"Osceola",2015,1432,1026,1637,544
"Osceola",2016,1145,932,1842,556
"Osceola",2017,1145,932,1842,556
"Osceola",2018,1145,932,1842,556
"Osceola",2019,1145,932,1842,556
"Osceola",2020,1145,932,1842,556
"Page",2011,3243,2792,4290,1403
"Page",2012,3243,2792,4290,1403
"Page",2013,3243,2792,4290,1403
"Page",2014,3243,2792,4290,1403
"Page",2015,3243,2792,4290,1403
"Page",2016,2881,2756,4581,1631
"Page",2017,2881,2756,4581,1631
"Page",2018,2881,2756,4581,1631
"Page",2019,2881,2756,4581,1631
"Page",2020,2881,2756,4581,1631
"Palo Alto",2011,1911,1476,2498,964
"Palo Alto",2012,1911,1476,2498,964
"Palo Alto",2013,1911,1476,2498,964
"Palo Alto",2014,1911,1476,2498,964
"Palo Alto",2015,1911,1476,2498,964
"Palo Alto",2016,1674,1528,2518,819
"Palo Alto",2017,1674,1528,2518,819
"Palo Alto",2018,1674,1528,2518,819
"Palo Alto",2019,1674,1528,2518,819
"Palo Alto",2020,1674,1528,2518,819
"Plymouth",2011,5418,4339,6005,2071
"Plymouth",2012,5418,4339,6005,2071
"Plymouth",2013,5418,4339,6005,2071
"Plymouth",2014,5418,4339,6005,2071
"Plymouth",2015,5418,4339,6005,2071
"Plymouth",2016,4954,4363,6463,2291
"Plymouth",2017,4954,4363,6463,2291
"Plymouth",2018,4954,4363,6463,2291
"Plymouth",2019,4954,4363,6463,2291
"Plymouth",2020,4954,4363,6463,2291
"Pocahontas",2011,1699,984,2035,700
"Pocahontas",2012,1699,984,2035,700
"Pocahontas",2013,1699,984,2035,700
"Pocahontas",2014,1699,984,2035,700
"Pocahontas",2015,1699,984,2035,700
"Pocahontas",2016,1299,1003,2133,664
"Pocahontas",2017,1299,1003,2133,664
"Pocahontas",2018,1299,1003,2133,664
"Pocahontas",2019,1299,1003,2133,664
"Pocahontas",2020,1299,1003,2133,664
"Polk",2011,88629,97067,75873,59103
"Polk",2012,88629,97067,75873,59103
"Polk",2013,88629,97067,75873,59103
"Polk",2014,88629,97067,75873,59103
"Polk",2015,88629,97067,75873,59103
"Polk",2016,91744,103629,89113,62565
"Polk",2017,91744,103629,89113,62565
"Polk",2018,91744,103629,89113,62565
"Polk",2019,91744,103629,89113,62565
"Polk",2020,91744,103629,89113,62565
"Pottawattamie",2011,19984,16754,20076,10340
"Pottawattamie",2012,19984,16754,20076,10340
"Pottawattamie",2013,19984,16754,20076,10340
"Pottawattamie",2014,19984,16754,20076,10340
"Pottawattamie",2015,19984,16754,20076,10340
"Pottawattamie",2016,18452,16808,22654,10104
"Pottawattamie",2017,18452,16808,22654,10104
"Pottawattamie",2018,18452,16808,22654,10104
"Pottawattamie",2019,18452,16808,22654,10104
"Pottawattamie",2020,18452,16808,22654,10104
"Poweshiek",2011,3973,2767,4523,2158
"Poweshiek",2012,3973,2767,4523,2158
"Poweshiek",2013,3973,2767,4523,2158
"Poweshiek",2014,3973,2767,4523,2158
"Poweshiek",2015,3973,2767,4523,2158
"Poweshiek",2016,3306,2719,5084,2128
"Poweshiek",2017,3306,2719,5084,2128
"Poweshiek",2018,3306,2719,5084,2128
"Poweshiek",2019,3306,2719,5084,2128
"Poweshiek",2020,3306,2719,5084,2128
"Ringgold",2011,978,706,1624,391
"Ringgold",2012,978,706,1624,391
"Ringgold",2013,978,706,1624,391
"Ringgold",2014,978,706,1624,391
"Ringgold",2015,978,706,1624,391
"Ringgold",2016,892,744,1536,314
"Ringgold",2017,892,744,1536,314
"Ringgold",2018,892,744,1536,314
"Ringgold",2019,892,744,1536,314
"Ringgold",2020,892,744,1536,314
"Sac",2011,2279,1482,2959,817
"Sac",2012,2279,1482,2959,817
"Sac",2013,2279,1482,2959,817
"Sac",2014,2279,1482,2959,817
"Sac",2015,2279,1482,2959,817
"Sac",2016,1945,1467,3012,835
"Sac",2017,1945,1467,3012,835
"Sac",2018,1945,1467,3012,835
"Sac",2019,1945,1467,3012,835
"Sac",2020,1945,1467,3012,835
"Scott",2011,34480,33144,34976,19856
"Scott",2012,34480,33144,34976,19856
"Scott",2013,34480,33144,34976,19856
"Scott",2014,34480,33144,34976,19856
"Scott",2015,34480,33144,34976,19856
"Scott",2016,32994,33809,39533,18949
"Scott",2017,32994,33809,39533,18949
"Scott",2018,32994,33809,39533,18949
"Scott",2019,32994,33809,39533,18949
"Scott",2020,32994,33809,39533,18949
"Shelby",2011,2797,1757,3427,944
"Shelby",2012,2797,1757,3427,944
"Shelby",2013,2797,1757,3427,944
"Shelby",2014,2797,1757,3427,944
"Shelby",2015,2797,1757,3427,944
"Shelby",2016,2410,1723,3490,1061
"Shelby",2017,2410,1723,3490,1061
"Shelby",2018,2410,1723,3490,1061
"Shelby",2019,2410,1723,3490,1061
"Shelby",2020,2410,1723,3490,1061
"Sioux",2011,6063,5785,6705,4335
"Sioux",2012,6063,5785,6705,4335
"Sioux",2013,6063,5785,6705,4335
"Sioux",2014,6063,5785,6705,4335
"Sioux",2015,6063,5785,6705,4335
"Sioux",2016,5449,6064,7362,4458
"Sioux",2017,5449,6064,7362,4458
"Sioux",2018,5449,6064,7362,4458
"Sioux",2019,5449,6064,7362,4458
"Sioux",2020,5449,6064,7362,4458
"Story",2011,13254,13993,14065,22132
"Story",2012,13254,13993,14065,22132
"Story",2013,13254,13993,14065,22132
"Story",2014,13254,13993,14065,22132
"Story",2015,13254,13993,14065,22132
"Story",2016,12746,14905,16273,23060
"Story",2017,12746,14905,16273,23060
"Story",2018,12746,14905,16273,23060
"Story",2019,12746,14905,16273,23060
"Story",2020,12746,14905,16273,23060
"Tama",2011,3701,2878,4529,1495
"Tama",2012,3701,2878,4529,1495
"Tama",2013,3701,2878,4529,1495
"Tama",2014,3701,2878,4529,1495
"Tama",2015,3701,2878,4529,1495
"Tama",2016,3379,2683,4597,1498
"Tama",2017,3379,2683,4597,1498
"Tama",2018,3379,2683,4597,1498
"Tama",2019,3379,2683,4597,1498
"Tama",2020,3379,2683,4597,1498
"Taylor",2011,1302,1104,1689,506
"Taylor",2012,1302,1104,1689,506
"Taylor",2013,1302,1104,1689,506
"Taylor",2014,1302,1104,1689,506
"Taylor",2015,1302,1104,1689,506
"Taylor",2016,1071,981,1911,543
"Taylor",2017,1071,981,1911,543
"Taylor",2018,1071,981,1911,543
"Taylor",2019,1071,981,1911,543
"Taylor",2020,1071,981,1911,543
"Union",2011,2465,2134,3271,1170
"Union",2012,2465,2134,3271,1170
"Union",2013,2465,2134,3271,1170
"Union",2014,2465,2134,3271,1170
"Union",2015,2465,2134,3271,1170
"Union",2016,2265,2218,3314,1198
"Union",2017,2265,2218,3314,1198
"Union",2018,2265,2218,3314,1198
"Union",2019,2265,2218,3314,1198
"Union",2020,2265,2218,3314,1198
"Van Buren",2011,1742,1201,1931,586
"Van Buren",2012,1742,1201,1931,586
"Van Buren",2013,1742,1201,1931,586
"Van Buren",2014,1742,1201,1931,586
"Van Buren",2015,1742,1201,1931,586
"Van Buren",2016,1368,1108,2213,596
"Van Buren",2017,1368,1108,2213,596
"Van Buren",2018,1368,1108,2213,596
"Van Buren",2019,1368,1108,2213,596
"Van Buren",2020,1368,1108,2213,596
"Wapello",2011,7221,6400,8213,4137
"Wapello",2012,7221,6400,8213,4137
"Wapello",2013,7221,6400,8213,4137
"Wapello",2014,7221,6400,8213,4137
"Wapello",2015,7221,6400,8213,4137
"Wapello",2016,6534,6120,9077,3883
"Wapello",2017,6534,6120,9077,3883
"Wapello",2018,6534,6120,9077,3883
"Wapello",2019,6534,6120,9077,3883
"Wapello",2020,6534,6120,9077,3883
"Warren",2011,10108,8813,9637,4670
"Warren",2012,10108,8813,9637,4670
"Warren",2013,10108,8813,9637,4670
"Warren",2014,10108,8813,9637,4670
"Warren",2015,10108,8813,9637,4670
"Warren",2016,9866,9822,11218,4852
"Warren",2017,9866,9822,11218,4852
"Warren",2018,9866,9822,11218,4852
"Warren",2019,9866,9822,11218,4852
"Warren",2020,9866,9822,11218,4852
"Washington",2011,4910,3760,5225,1983
"Washington",2012,4910,3760,5225,1983
"Washington",2013,4910,3760,5225,1983
"Washington",2014,4910,3760,5225,1983
"Washington",2015,4910,3760,5225,1983
"Washington",2016,4283,3924,5526,2303
"Washington",2017,4283,3924,5526,2303
"Washington",2018,4283,3924,5526,2303
"Washington",2019,4283,3924,5526,2303
"Washington",2020,4283,3924,5526,2303
"Wayne",2011,1272,918,1886,557
"Wayne",2012,1272,918,1886,557
"Wayne",2013,1272,918,1886,557
"Wayne",2014,1272,918,1886,557
"Wayne",2015,1272,918,1886,557
"Wayne",2016,1217,969,1808,623
"Wayne",2017,1217,969,1808,623
"Wayne",2018,1217,969,1808,623
"Wayne",2019,1217,969,1808,623
"Wayne",2020,1217,969,1808,623
"Webster",2011,7581,6293,8929,4192
"Webster",2012,7581,6293,8929,4192
"Webster",2013,7581,6293,8929,4192
"Webster",2014,7581,6293,8929,4192
"Webster",2015,7581,6293,8929,4192
"Webster",2016,6766,5992,9310,4605
"Webster",2017,6766,5992,9310,4605
"Webster",2018,6766,5992,9310,4605
"Webster",2019,6766,5992,9310,4605
"Webster",2020,6766,5992,9310,4605
"Winnebago",2011,2137,1733,2999,1005
"Winnebago",2012,2137,1733,2999,1005
"Winnebago",2013,2137,1733,2999,1005
"Winnebago",2014,2137,1733,2999,1005
"Winnebago",2015,2137,1733,2999,1005
"Winnebago",2016,1945,1622,3024,1042
"Winnebago",2017,1945,1622,3024,1042
"Winnebago",2018,1945,1622,3024,1042
"Winnebago",2019,1945,1622,3024,1042
"Winnebago",2020,1945,1622,3024,1042
"Winneshiek",2011,4580,3123,4944,2235
"Winneshiek",2012,4580,3123,4944,2235
"Winneshiek",2013,4580,3123,4944,2235
"Winneshiek",2014,4580,3123,4944,2235
"Winneshiek",2015,4580,3123,4944,2235
"Winneshiek",2016,3726,2886,5717,2345
"Winneshiek",2017,3726,2886,5717,2345
"Winneshiek",2018,3726,2886,5717,2345
"Winneshiek",2019,3726,2886,5717,2345
"Winneshiek",2020,3726,2886,5717,2345
"Woodbury",2011,19574,18933,19943,12281
"Woodbury",2012,19574,18933,19943,12281
"Woodbury",2013,19574,18933,19943,12281
"Woodbury",2014,19574,18933,19943,12281
"Woodbury",2015,19574,18933,19943,12281
"Woodbury",2016,18626,19134,21431,12077
"Woodbury",2017,18626,19134,21431,12077
"Woodbury",2018,18626,19134,21431,12077
"Woodbury",2019,18626,19134,21431,12077
"Woodbury",2020,18626,19134,21431,12077
"Worth",2011,1741,1243,2020,665
"Worth",2012,1741,1243,2020,665
"Worth",2013,1741,1243,2020,665
"Worth",2014,1741,1243,2020,665
"Worth",2015,1741,1243,2020,665
"Worth",2016,1567,1266,2067,748
"Worth",2017,1567,1266,2067,748
"Worth",2018,1567,1266,2067,748
"Worth",2019,1567,1266,2067,748
"Worth",2020,1567,1266,2067,748
"Wright",2011,2786,2061,3578,1202
"Wright",2012,2786,2061,3578,1202
"Wright",2013,2786,2061,3578,1202
"Wright",2014,2786,2061,3578,1202
"Wright",2015,2786,2061,3578,1202
"Wright",2016,2003,2159,3934,1230
"Wright",2017,2003,2159,3934,1230
"Wright",2018,2003,2159,3934,1230
"Wright",2019,2003,2159,3934,1230
"Wright",2020,2003,2159,3934,1230
